,Unnamed: 0,START_DATE,END_DATE
4957,392879,2004-06-14,
4958,1090105,1996-06-14,
4959,46671,1992-06-14,1992-06-14
4960,560989,2004-06-15,
4961,1556571,2011-06-16,
4962,616842,2006-06-16,
4963,536857,2007-06-16,
4964,147659,2002-06-16,2002-06-16
4965,1305504,2007-06-16,2007-06-16
4966,927094,2002-06-16,
4967,1525601,2011-06-16,2011-06-16
4968,1082268,1997-06-16,
4969,322949,2003-06-16,2003-06-16
4970,183899,1995-06-16,1995-06-16
4971,1693607,2013-06-16,
4972,690695,1993-06-16,1993-06-16
4973,647528,2008-06-15,
4974,510179,2009-06-16,
4975,324960,2003-06-16,2003-06-17
4976,324964,2003-06-16,2003-06-18
4977,722783,1995-06-16,
4978,327577,2001-06-16,2001-06-17
4979,196547,1994-06-16,1994-06-17
4980,1797911,2015-06-16,2015-06-16
4981,1806293,2015-06-16,2015-06-17
4982,335307,2004-06-15,2004-06-15
4983,1646121,2013-06-16,2013-06-16
4984,1253913,2002-06-16,2002-06-16
4985,1722190,2014-06-16,2014-06-16
4986,1073089,1997-06-16,
4987,83781,1995-06-16,1995-06-16
4988,440178,2006-06-16,
4989,1765616,2014-06-16,
4990,118433,1999-06-17,1999-06-17
4991,119319,1999-06-17,1999-06-17
4992,1802371,2015-06-17,2015-06-20
4993,1556617,2011-06-17,
4994,157529,2003-06-17,2003-06-17
4995,1018903,1996-06-16,
4996,1556641,2011-06-17,
4997,136840,2001-06-17,2001-06-17
4998,224873,1999-06-17,1999-06-17
4999,323191,2004-06-16,2004-06-16
5000,633655,2006-06-17,
5001,1869319,2007-06-17,
5002,1183703,2009-06-17,
5003,1329921,2003-06-17,2003-06-17
5004,1491908,2011-06-17,2011-06-17
5005,1074687,2002-06-17,
5006,376722,2003-06-17,
5007,1523649,2010-06-17,2010-06-20
5008,1153917,2008-06-16,2008-06-16
5009,1099091,1994-06-17,
5010,1776800,2014-06-17,
5011,346035,2004-06-16,2004-06-16
5012,1069513,2006-06-17,
5013,1482328,2011-06-17,2011-06-17
5014,155245,2003-06-17,2003-06-17
5015,1854745,2015-06-17,2015-06-17
5016,1224641,2009-06-17,
5017,1392429,1993-06-18,1993-06-18
5018,1662084,2013-06-18,2013-06-18
5019,351737,2003-06-18,2003-06-18
5020,163909,2003-06-18,2003-06-19
5021,28028,2008-06-17,2008-06-17
5022,197627,1999-06-18,1999-06-18
5023,208950,1998-06-18,1998-06-18
5024,1331571,2003-06-18,2003-06-18
5025,233135,1996-06-17,1996-06-17
5026,995176,2001-06-18,
5027,1787526,2014-06-18,2014-06-18
5028,973830,1993-06-18,
5029,680422,1994-06-18,1994-06-19
5030,633458,2006-06-18,
5031,187449,1999-06-18,
5032,956272,1998-06-18,
5033,302879,2005-06-18,2005-06-18
5034,1305309,2007-06-18,2007-06-18
5035,748381,1992-06-17,1992-06-17
5036,1108918,2003-06-18,
5037,357589,2001-06-18,
5038,1651299,2013-06-18,2013-06-18
5039,1101932,2010-06-18,
5040,1377662,1993-06-18,1993-06-18
5041,211125,1996-06-18,1996-06-21
5042,218885,1992-06-18,1992-06-18
5043,363886,2000-06-18,
5044,1345891,2002-06-19,2002-06-19
5045,515034,2006-06-19,
5046,692440,1993-06-19,1993-06-19
5047,256944,2006-06-19,2006-06-20
5048,240028,1999-06-19,1999-06-20
5049,519223,2005-06-19,
5050,132313,2000-06-18,2000-06-19
5051,1787544,2014-06-19,2014-06-19
5052,1450814,1998-06-19,1998-06-19
5053,1623343,2012-06-18,2012-06-18
5054,1050554,2002-06-19,
5055,217029,1998-06-19,1998-06-19
5056,327456,2000-06-18,2000-06-18
5057,1861696,2007-06-19,
5058,1450515,1998-06-19,1998-06-19
5059,873555,1998-06-19,
5060,1556761,2011-06-19,
5061,510471,2003-06-19,
5062,1806348,2015-06-19,2015-06-19
5063,1283620,2009-06-19,2009-06-19
5064,1443502,2001-06-19,
5065,1697097,2013-06-19,
5066,973049,1992-06-18,
5067,1302247,2007-06-19,2007-06-19
5068,1599903,2012-06-18,2012-06-18
5069,309867,2001-06-20,2001-06-20
5070,711191,1993-06-20,1993-06-24
5071,754369,2000-06-19,2000-06-20
5072,59389,1993-06-20,1993-06-20
5073,1611576,2012-06-19,2012-06-19
5074,1525702,2011-06-20,2011-06-20
5075,365749,2002-06-20,2002-06-21
5076,1125022,2007-06-20,
5077,1631058,2012-06-19,
5078,167943,2004-06-19,2004-06-19
5079,116192,1999-06-20,1999-06-21
5080,1169861,1998-06-20,1998-06-20
5081,410287,2009-06-20,
5082,80169,1995-06-20,1995-06-20
5083,168443,2004-06-19,2004-06-19
5084,201545,1997-06-20,1997-06-20
5085,217553,1999-06-20,1999-06-20
5086,64925,1994-06-20,1994-06-20
5087,887179,1998-06-20,
5088,1556854,2011-06-20,
5089,197300,1999-06-20,1999-06-20
5090,1610555,2012-06-19,2012-06-19
5091,1059890,2000-06-19,2000-06-19
5092,378799,2007-06-20,
5093,1543382,2010-06-20,
5094,1126761,1992-06-19,
5095,219510,1992-06-20,1992-06-20
5096,1486057,2011-06-21,2011-06-21
5097,1063374,1996-06-20,1996-06-20
5098,329926,2005-06-21,2005-06-21
5099,1008175,1994-06-21,
5100,1556963,2011-06-21,
5101,207550,1995-06-21,1995-06-21
5102,27740,2008-06-20,2008-06-21
5103,1869543,2007-06-21,
5104,1875893,2015-06-21,2015-06-21
5105,559666,2001-06-21,
5106,575626,2006-06-21,
5107,136850,2001-06-21,2001-06-22
5108,1616855,2012-06-20,
5109,1661893,2013-06-21,2013-06-21
5110,1353593,1995-06-21,
5111,30321,2008-06-20,2008-08-13
5112,1685936,2013-06-21,2013-06-21
5113,192069,1994-06-21,1994-06-21
5114,369864,2005-06-21,2005-06-24
5115,1510908,2011-06-21,2011-06-21
5116,240031,1999-06-21,1999-06-22
5117,1007573,1994-06-21,
5118,1597194,2012-06-20,2012-06-20
5119,1303115,2007-06-21,2007-06-21
5120,391614,2005-06-21,
5121,343952,2002-06-21,2002-06-23
5122,1512216,2011-06-21,2011-06-21
5123,549077,1994-06-21,
5124,715800,2005-06-21,2005-06-21
5125,1125410,1992-06-20,
5126,14733,2006-06-21,2006-06-22
5127,632964,2006-06-21,
5128,1355259,2007-06-22,2007-06-24
5129,1076393,2006-06-22,
5130,1641705,2013-06-22,2013-06-22
5131,1482198,2011-06-22,2011-06-22
5132,648295,2008-06-21,
5133,4199,2005-06-22,2005-06-22
5134,1358889,2010-06-22,2010-06-22
5135,616830,2006-06-22,
5136,1093387,2007-06-22,
5137,28769,2008-06-21,2008-06-22
5138,1665868,2013-06-22,2013-06-22
5139,53436,1993-06-22,1993-06-22
5140,337870,2008-06-21,2008-07-01
5141,1112879,2007-06-22,
5142,667622,2006-06-22,
5143,1631100,2012-06-21,
5144,1145332,2010-06-22,2010-06-23
5145,28153,2008-06-21,2008-06-23
5146,323828,2007-06-22,2007-06-23
5147,1796540,2015-06-22,2015-07-22
5148,1407132,1995-06-22,1995-06-22
5149,390767,2006-06-22,
5150,614935,2005-06-22,
5151,256610,2004-06-21,2004-06-21
5152,415779,2006-06-22,
5153,1779068,2014-06-22,2014-06-24
5154,298233,2007-06-22,2007-06-24
5155,1118621,2008-06-21,
5156,75035,1994-06-22,1994-06-22
5157,348001,2003-06-22,2003-06-22
5158,540419,2004-06-21,
5159,198388,1999-06-22,1999-06-22
5160,955683,1997-06-22,
5161,24765,2007-06-22,2007-06-22
5162,532120,2008-06-21,
5163,1703004,2003-06-22,
5164,243788,1993-06-22,1993-06-22
5165,466822,2007-06-22,
5166,162530,2003-06-23,2003-06-23
5167,484426,2003-06-23,
5168,1796458,2015-06-23,2015-09-29
5169,304274,2005-06-23,2005-06-30
5170,119995,1999-06-23,1999-06-23
5171,146267,2002-06-23,2002-06-23
5172,1854862,2015-06-23,2015-06-23
5173,1207873,2010-06-23,
5174,1232840,2001-06-23,
5175,300257,2003-06-23,2003-06-23
5176,1121596,1992-06-22,
5177,1110159,2005-06-23,
5178,1875092,2010-06-23,2010-06-23
5179,764577,1994-06-23,
5180,1230534,2010-06-23,2010-06-23
5181,1407261,1997-06-23,1997-06-23
5182,1125432,1994-06-23,
5183,1657092,2013-06-23,2013-07-05
5184,317243,2007-06-23,2007-06-23
5185,1220330,2010-06-23,2010-06-26
5186,1588269,2012-06-22,2012-06-22
5187,1691656,2013-06-23,
5188,76731,1995-06-23,1995-06-23
5189,1094338,1997-06-23,
5190,588190,2009-06-23,
5191,1508625,2011-06-23,2011-06-23
5192,285725,2005-06-23,2005-06-23
5193,440244,2006-06-23,
5194,952221,2000-06-22,
5195,215110,1999-06-23,1999-06-23
5196,1187550,2010-06-23,
5197,213334,1998-06-23,1998-06-23
5198,207558,1995-06-23,1995-06-23
5199,310864,2003-06-23,2003-06-23
5200,47453,1992-06-22,1992-06-23
5201,232954,1993-06-23,1993-06-23
5202,1868412,2010-06-23,
5203,4069,2005-06-24,2005-06-28
5204,1567500,2012-06-23,2012-06-23
5205,231545,1999-06-24,1999-06-24
5206,210155,1995-06-24,1995-06-24
5207,1296266,2008-06-23,2008-06-23
5208,1770578,2014-06-24,2014-06-24
5209,1294258,2008-06-23,2008-06-23
5210,1098791,1992-06-23,
5211,350533,2007-06-24,2007-06-25
5212,1226458,2008-06-23,
5213,1245728,2001-06-24,2001-06-24
5214,186540,1992-06-23,1992-06-23
5215,1105339,2008-06-23,
5216,1481905,2011-06-24,2011-06-24
5217,207562,1995-06-24,1995-06-24
5218,1102936,1996-06-23,
5219,181436,1994-06-24,1994-06-24
5220,944030,2002-06-24,
5221,206085,1992-06-23,1992-06-23
5222,758573,1995-06-24,1995-06-24
5223,953235,1993-06-24,
5224,169760,2004-06-23,2004-06-23
5225,1482035,2011-06-24,2011-06-24
5226,379281,2001-06-24,
5227,1139478,1995-06-24,
5228,1274403,2009-06-24,2009-06-24
5229,1391056,1995-06-24,1995-06-24
5230,1396824,1993-06-24,1993-06-24
5231,305918,2005-06-24,2005-07-15
5232,1802379,2015-06-24,2015-06-27
5233,51788,1992-06-23,1992-06-23
5234,68313,1994-06-24,1994-06-24
5235,344747,2006-06-24,2006-07-09
5236,243433,1992-06-23,
5237,88640,1996-06-23,1996-06-23
5238,1177399,2010-06-24,2010-06-25
5239,1236688,2000-06-23,2000-06-23
5240,1611274,2012-06-23,2012-06-23
5241,1622149,2012-06-23,2012-06-23
5242,235959,1998-06-24,1998-06-24
5243,622961,2005-06-25,
5244,1217865,2009-06-25,2009-06-25
5245,984402,2001-06-25,
5246,547520,1993-06-25,
5247,612810,1998-06-25,
5248,1665517,2013-06-25,2013-06-25
5249,1794616,2015-06-25,2015-06-25
5250,1010879,1994-06-25,
5251,192616,1992-06-24,1992-06-24
5252,1082248,1997-06-25,
5253,1483007,2011-06-25,2011-06-25
5254,135960,2001-06-25,2001-06-25
5255,1688950,2013-06-25,2013-06-25
5256,30832,2008-06-24,2008-07-05
5257,284818,2007-06-25,2007-06-25
5258,1089607,1994-06-25,
5259,445643,2007-06-25,
5260,47797,1992-06-24,1992-06-25
5261,1274950,2007-06-25,2007-06-25
5262,1836012,2015-06-25,2015-06-25
5263,43939,1992-06-24,1992-06-24
5264,352836,2006-06-25,2006-06-26
5265,1309344,2006-06-25,2006-06-25
5266,1800474,2015-06-25,2015-06-25
5267,654597,2008-06-25,
5268,1230631,2010-06-26,2010-06-26
5269,1098538,2008-06-25,
5270,50871,1992-06-25,1992-06-25
5271,32350,2008-06-25,2008-06-25
5272,369057,2005-06-26,2005-06-26
5273,995186,2001-06-26,
5274,1770592,2014-06-26,2014-06-27
5275,905473,1997-06-26,
5276,541549,2000-06-25,
5277,256618,2004-06-25,2004-06-25
5278,1096858,1998-06-26,
5279,1691456,2013-06-26,
5280,26063,2007-06-26,2007-07-03
5281,632369,2006-06-26,
5282,1352041,2000-06-25,2000-06-25
5283,667903,2007-06-26,
5284,47386,1992-06-25,1992-06-25
5285,1724356,2014-06-26,2014-06-26
5286,1376495,1993-06-26,1993-06-27
5287,1151642,2007-06-26,2007-06-26
5288,1605950,2012-06-25,2012-06-25
5289,305495,2003-06-26,2003-07-21
5290,1118368,2008-06-25,
5291,1144102,1993-06-26,
5292,363861,2000-06-25,
5293,51793,1992-06-25,1992-06-26
5294,49325,1992-06-25,1992-06-27
5295,1299754,2007-06-26,2007-06-26
5296,766292,2003-06-26,
5297,710969,1992-06-25,1992-06-27
5298,1334099,2004-06-26,2004-06-26
5299,648803,2008-06-26,
5300,1177505,2010-06-27,2010-06-28
5301,1177617,2010-06-27,2010-06-28
5302,1536352,2009-06-27,
5303,223237,1992-06-26,1992-06-28
5304,583374,2008-06-26,
5305,649735,2008-06-26,
5306,1815159,2015-06-27,2015-06-27
5307,66132,1994-06-27,1994-06-29
5308,1880226,2010-06-27,2010-06-27
5309,1508019,2011-06-27,
5310,68962,1994-06-27,1994-06-28
5311,337559,2006-06-27,2006-07-01
5312,206617,1993-06-27,1993-06-27
5313,293297,2004-06-26,2004-06-27
5314,142909,2001-06-27,2001-06-27
5315,1679741,2013-06-27,2013-06-27
5316,1231153,2010-06-27,
5317,755671,2004-06-26,
5318,819844,2006-06-27,
5319,304221,2004-06-26,2004-07-05
5320,1758215,2014-06-27,2014-06-27
5321,623126,2005-06-27,
5322,790630,1994-06-27,
5323,141327,2001-06-27,2001-06-27
5324,285882,2006-06-28,2006-06-28
5325,1002949,1993-06-28,
5326,1557266,2011-06-28,
5327,1202407,2010-06-28,
5328,1703069,2003-06-28,
5329,1730889,2014-06-28,2014-06-28
5330,1080736,1994-06-28,
5331,303852,2009-06-28,2009-06-28
5332,282964,2007-06-28,2007-06-29
5333,335878,2006-06-28,2006-06-30
5334,524077,2007-06-28,
5335,1830447,2015-06-28,
5336,1739526,2014-06-28,2014-06-28
5337,285630,2004-06-27,2004-06-27
5338,551417,1996-06-27,
5339,225032,1997-06-28,1997-06-28
5340,169021,2004-06-27,2004-07-27
5341,128762,2000-06-27,2000-06-27
5342,717427,1995-06-28,1995-06-28
5343,1651259,2013-06-28,2013-07-08
5344,1790392,2015-06-28,2015-06-28
5345,1086393,1999-06-28,
5346,1431298,1994-06-28,
5347,1880435,2015-06-28,
5348,344111,2003-06-28,2003-07-08
5349,633307,2006-06-28,
5350,1048150,2002-06-28,
5351,1141718,1998-06-28,
5352,166568,2004-06-27,2004-06-27
5353,713607,1996-06-27,1996-06-27
5354,978248,1998-06-28,
5355,478420,2006-06-28,
5356,1690709,2013-06-28,
5357,1590375,2012-06-27,2012-06-27
5358,45268,1992-06-27,1992-06-27
5359,20186,2007-06-28,2007-06-29
5360,256220,2002-06-28,2002-06-28
5361,1466734,2011-06-28,2011-06-29
5362,1565165,2012-06-27,2012-06-27
5363,161998,2003-06-28,2003-06-28
5364,916853,2000-06-27,
5365,1494741,2011-06-28,2011-06-28
5366,87921,1996-06-27,1996-06-27
5367,688166,2001-06-28,2001-06-28
5368,267812,2006-06-28,2006-06-28
5369,761381,1992-06-28,
5370,956870,1998-06-29,
5371,301179,2001-06-29,2001-06-29
5372,561824,2006-06-29,
5373,263190,2002-06-29,2002-06-29
5374,915851,2000-06-28,
5375,29784,2008-06-28,2008-06-28
5376,1133455,2003-06-29,
5377,334662,2001-06-29,2001-06-29
5378,289020,2001-06-29,2001-06-29
5379,712670,2000-06-28,2000-06-28
5380,724169,1997-06-29,
5381,230940,1994-06-29,1994-06-29
5382,1090564,1997-06-29,
5383,378686,2007-06-29,
5384,230352,1999-06-29,1999-06-30
5385,29289,2008-06-28,2008-06-28
5386,343196,2003-06-29,2003-06-30
5387,1141225,1997-06-29,
5388,1342733,2005-06-29,2005-06-29
5389,1164921,2006-06-29,2006-06-29
5390,1126011,2003-06-29,
5391,1180003,2010-06-29,2010-06-29
5392,754689,1997-06-29,1997-06-29
5393,302277,2004-06-28,2004-06-28
5394,263196,2002-06-29,2002-06-29
5395,535963,2009-06-29,
5396,407240,2004-06-28,
5397,341003,2006-06-29,2006-06-29
5398,176897,1994-06-29,1994-06-29
5399,45506,1992-06-28,1992-06-28
5400,1804637,2015-06-29,2015-09-05
5401,658916,2006-06-29,
5402,356137,2000-06-28,2000-06-30
5403,234175,1992-06-28,1992-06-28
5404,460344,2009-06-29,
5405,125069,2000-06-28,2000-06-28
5406,211453,1998-06-29,1998-06-30
5407,458881,2009-06-29,
5408,1536417,2009-06-29,
5409,1349026,2001-06-29,2001-06-29
5410,1110301,2009-06-29,
5411,265084,2006-06-29,2006-06-29
5412,761506,1992-06-28,
5413,282740,2006-06-29,2006-06-30
5414,392443,2003-06-30,
5415,374360,2005-06-30,
5416,31233,2008-06-29,2008-06-29
5417,256242,2002-06-30,2002-06-30
5418,671604,2007-06-30,
5419,807023,2008-06-29,2008-06-29
5420,1806907,2015-06-30,2015-07-12
5421,323623,2006-06-30,2006-07-02
5422,168948,2004-06-29,2004-06-29
5423,229522,1995-06-30,1995-06-30
5424,840907,1998-06-30,
5425,306215,2007-06-30,2007-09-05
5426,168534,2004-06-29,2004-06-29
5427,668519,2005-06-30,
5428,666864,2006-06-30,
5429,659442,2007-06-30,
5430,1795715,2015-06-30,2015-07-03
5431,334385,2000-06-29,2000-06-30
5432,1758237,2014-06-30,2014-06-30
5433,63042,1994-06-30,1994-06-30
5434,127572,2000-06-29,2000-06-29
5435,969388,1997-06-30,
5436,1022209,1996-06-29,
5437,231908,1997-06-30,1997-06-30
5438,1626146,2012-06-29,
5439,1792593,2015-06-30,2015-07-01
5440,588187,2009-06-30,
5441,1758239,2014-06-30,2014-06-30
5442,1830106,2015-06-30,
5443,560502,2003-06-30,
5444,1832914,2015-06-30,
5445,168035,2004-06-29,2004-06-29
5446,1079301,1992-06-29,
5447,63796,1994-07-01,1994-07-01
5448,391712,2005-07-01,
5449,1570595,2012-06-30,2012-07-04
5450,291934,2006-07-01,2006-07-01
5451,76741,1995-07-01,1995-07-01
5452,1151832,2007-07-01,2007-07-02
5453,65690,1994-07-01,1994-07-10
5454,1536476,2009-07-01,
5455,1218774,2010-07-01,2010-07-02
5456,1724732,2014-07-01,2014-07-02
5457,28933,2008-06-30,2008-07-04
5458,1437431,1996-06-30,
5459,1071837,1993-07-01,
5460,1590389,2012-06-30,2012-06-30
5461,368985,2005-07-01,2005-07-01
5462,143256,2001-07-01,2001-07-01
5463,151532,2002-07-01,2002-07-01
5464,1231286,2010-07-01,
5465,887409,1998-07-01,
5466,1606076,2012-06-30,2012-06-30
5467,669043,2006-07-01,
5468,191662,1999-07-01,1999-07-01
5469,143209,2001-07-01,2001-07-01
5470,294615,2004-06-30,2004-07-01
5471,547745,1993-07-01,
5472,774418,1995-07-01,
5473,1234770,1999-07-01,
5474,298098,2006-07-01,2006-07-01
5475,1154014,2008-06-30,2008-06-30
5476,377323,2002-07-01,
5477,1737711,2014-07-01,2014-07-01
5478,57892,1993-07-01,1993-07-01
5479,1631414,2012-06-30,
5480,1543689,2010-07-01,
5481,907020,1998-07-01,
5482,282744,2006-07-01,2006-07-02
5483,397668,2007-07-02,
5484,1800284,2015-07-02,2015-07-02
5485,552968,1997-07-02,
5486,24390,2007-07-02,2007-07-02
5487,222223,1998-07-02,1998-07-04
5488,720733,1994-07-02,1994-07-02
5489,279178,2000-07-01,2000-07-01
5490,1778683,2014-07-02,
5491,1105733,2003-07-02,
5492,461063,2009-07-02,
5493,76495,1995-07-02,1995-07-02
5494,1679765,2013-07-02,
5495,222387,1999-07-02,1999-07-08
5496,1069035,2001-07-02,
5497,364642,2001-07-02,2001-07-02
5498,592537,2006-07-02,
5499,1799559,2015-07-02,2015-07-02
5500,1067347,2007-07-02,
5501,1725197,2014-07-02,2014-07-02
5502,1543706,2010-07-02,
5503,1697221,2013-07-02,
5504,106201,1998-07-02,1998-07-02
5505,680004,1993-07-02,1993-07-03
5506,1177518,2010-07-02,2010-07-03
5507,1248444,2000-07-01,2000-07-01
5508,292645,2006-07-02,2006-07-02
5509,532324,2008-07-01,
5510,1196332,2010-07-02,
5511,317280,2007-07-02,2007-07-02
5512,1580278,2012-07-01,2012-07-01
5513,66141,1994-07-02,1994-07-04
5514,27796,2008-07-01,2008-07-01
5515,265939,2008-07-01,2008-07-01
5516,350094,2007-07-02,2007-07-02
5517,1092457,1997-07-02,
5518,1437617,1996-07-01,
5519,1126772,1992-07-01,
5520,406772,2004-07-01,
5521,89398,1996-07-01,1996-07-01
5522,467248,2008-07-01,
5523,336119,2007-07-02,2007-07-02
5524,1120106,1994-07-02,
5525,1139500,1995-07-02,
5526,245283,1998-07-02,1998-07-02
5527,1579812,2012-07-01,2012-07-01
5528,260992,2003-07-02,2003-07-02
5529,1776661,2014-07-02,
5530,798953,1992-07-01,1992-07-01
5531,754779,1996-07-01,1996-07-01
5532,620753,2005-07-03,
5533,360989,1996-07-02,1996-07-02
5534,192452,1998-07-03,1998-07-03
5535,179046,1997-07-03,1997-07-03
5536,201721,1998-07-03,1998-07-03
5537,734549,1993-07-03,1993-07-03
5538,1692925,2013-07-03,
5539,1061297,2002-07-03,2002-07-30
5540,1876895,2009-07-03,
5541,330231,2000-07-02,2000-07-02
5542,1737779,2014-07-03,2014-07-04
5543,690085,2004-07-02,2004-07-02
5544,1622899,2012-07-02,2012-07-02
5545,678543,2007-07-03,
5546,851359,2000-07-02,
5547,1536657,2009-07-03,
5548,1397610,1993-07-03,1993-07-03
5549,332334,2001-07-03,2001-07-03
5550,1736219,2014-07-03,2014-07-04
5551,63922,1994-07-03,1994-07-03
5552,206653,1993-07-03,1993-07-03
5553,791970,1995-07-03,1995-07-03
5554,1120356,1992-07-02,
5555,1536637,2009-07-03,
5556,568035,2006-07-03,
5557,535034,2009-07-03,
5558,1647478,2013-07-03,2013-07-05
5559,479893,2008-07-02,
5560,716615,1994-07-03,1994-07-03
5561,682788,1995-07-03,
5562,1193870,2010-07-03,
5563,258761,2006-07-03,2006-07-03
5564,559203,2000-07-02,
5565,1361212,1994-07-03,1994-07-04
5566,1438653,1996-07-02,
5567,142958,2001-07-03,2001-07-03
5568,1704984,2004-07-02,
5569,267540,2005-07-03,2005-07-03
5570,1651723,2013-07-03,
5571,575764,2006-07-03,
5572,259961,2000-07-02,2000-07-02
5573,1658006,2013-07-03,2013-07-03
5574,1803531,2015-07-03,2015-07-09
5575,1495008,2011-07-03,
5576,135998,2001-07-03,2001-07-03
5577,1304151,2007-07-03,2007-07-03
5578,356462,2006-07-04,2006-07-04
5579,12546,2006-07-04,2006-07-05
5580,11021,2006-07-04,2006-07-04
5581,1869294,2005-07-04,
5582,1195592,2010-07-04,
5583,1724663,2014-07-04,2014-07-05
5584,1568060,2012-07-03,2012-07-03
5585,1500725,2011-07-04,2011-07-04
5586,1616498,2012-07-03,2012-07-03
5587,1333572,2004-07-03,2004-07-03
5588,306233,2007-07-04,2007-07-16
5589,651482,2008-07-03,
5590,370110,2005-07-04,2005-07-04
5591,292445,2004-07-03,2004-07-03
5592,328997,2003-07-04,2003-07-05
5593,1870064,2015-07-04,2015-07-04
5594,1213699,2010-07-04,2010-07-04
5595,313477,2007-07-04,2007-07-04
5596,1739562,2014-07-04,2014-07-04
5597,1100603,2003-07-04,
5598,560799,2003-07-04,
5599,1607555,2012-07-03,2012-07-12
5600,527108,2007-07-04,
5601,365071,2001-07-04,
5602,656188,2008-07-03,
5603,350629,2009-07-04,2009-07-05
5604,265946,2008-07-03,2008-07-03
5605,1091316,2001-07-04,
5606,460751,2009-07-04,
5607,1025622,1997-07-04,
5608,281467,2009-07-04,2009-07-04
5609,306855,2001-07-04,2001-07-08
5610,660310,2008-07-03,
5611,771709,2006-07-04,2006-07-04
5612,28566,2008-07-03,2008-07-04
5613,1779339,2014-07-04,2014-07-04
5614,1261833,2002-07-04,2002-07-04
5615,55887,1993-07-04,1993-07-04
5616,1289556,2009-07-04,2009-07-04
5617,1569898,2012-07-03,2012-07-05
5618,1606394,2012-07-03,2012-07-03
5619,1557572,2011-07-04,
5620,750554,2001-07-04,2001-07-04
5621,289832,2007-07-04,2007-07-04
5622,1799793,2015-07-04,2015-07-04
5623,1861016,2006-07-04,
5624,1860285,2010-07-04,
5625,649830,2008-07-03,
5626,555401,1999-07-04,
5627,767660,1997-07-04,
5628,1631536,2012-07-03,
5629,62147,1994-07-04,1994-07-04
5630,1617016,2012-07-03,2012-07-03
5631,1797935,2015-07-04,2015-07-08
5632,25775,2007-07-04,2007-07-04
5633,765979,2003-07-04,
5634,222662,1994-07-04,1994-07-08
5635,1087951,2005-07-04,
5636,10696,2006-07-04,2006-07-05
5637,1482650,2011-07-04,2011-07-06
5638,1691672,2013-07-04,
5639,260465,2008-07-03,2008-07-03
5640,1177522,2010-07-04,2010-07-04
5641,1662847,2013-07-05,2013-07-05
5642,1114081,2010-07-05,
5643,1579834,2012-07-04,2012-07-05
5644,108055,1998-07-05,1998-07-05
5645,248612,2009-07-05,2009-07-05
5646,1501754,2011-07-05,2011-07-05
5647,1725264,2014-07-05,2014-07-06
5648,304575,2007-07-05,2007-07-05
5649,1051895,2002-07-05,
5650,285918,2006-07-05,2006-07-05
5651,1784476,2014-07-05,
5652,230885,1993-07-05,1993-07-05
5653,329643,2008-07-04,2008-07-05
5654,1093150,2004-07-04,
5655,359369,1993-07-05,
5656,1114021,2010-07-05,
5657,1575368,2012-07-04,2012-07-04
5658,245170,1995-07-05,1995-07-05
5659,1570368,2012-07-04,2012-07-04
5660,512197,2002-07-05,
5661,35826,2009-07-05,2009-07-05
5662,1792743,2015-07-05,2015-07-05
5663,540723,2004-07-04,
5664,1079273,1992-07-04,
5665,1536919,2009-07-05,
5666,1622513,2012-07-04,2012-07-04
5667,1360865,1993-07-05,1993-07-05
5668,1691020,2013-07-05,
5669,1116515,1993-07-05,
5670,191263,1996-07-04,1996-07-04
5671,1145748,1993-07-05,1993-07-05
5672,794764,1992-07-04,1992-07-04
5673,196229,1996-07-04,1996-07-04
5674,225081,1992-07-04,1992-07-04
5675,1501147,2011-07-05,2011-07-05
5676,1739609,2014-07-05,2014-07-05
5677,1650491,2013-07-05,2013-07-05
5678,1733328,2014-07-05,2014-07-05
5679,948984,1999-07-05,
5680,21341,2007-07-05,2007-07-06
5681,20337,2007-07-05,2007-07-05
5682,166888,2004-07-04,2004-07-05
5683,648435,2008-07-04,
5684,314525,2001-07-05,2001-07-05
5685,1582306,2012-07-04,2012-07-04
5686,755048,2003-07-05,2003-07-05
5687,1581897,2012-07-04,2012-07-04
5688,841547,1998-07-05,
5689,1461829,2011-07-05,2011-07-06
5690,575640,2006-07-05,
5691,648276,2008-07-04,
5692,1723608,2014-07-05,2014-07-05
5693,725089,1999-07-05,1999-07-05
5694,85434,1996-07-04,1996-07-04
5695,1295867,2008-07-04,2008-07-04
5696,1384228,1996-07-04,1996-07-04
5697,97700,1997-07-05,1997-07-05
5698,722175,1994-07-05,
5699,1443779,2001-07-05,
5700,1454555,2011-07-05,2011-07-06
5701,1580317,2012-07-04,2012-07-05
5702,75217,1994-07-05,1994-07-05
5703,1536968,2009-07-06,
5704,1646701,2013-07-06,2013-07-06
5705,491856,2006-07-06,
5706,154914,2003-07-06,2003-07-06
5707,281003,2003-07-06,2003-07-06
5708,674297,2008-07-05,
5709,1113588,2007-07-06,
5710,281071,2004-07-05,2004-07-05
5711,1396804,1997-07-06,1997-07-06
5712,1499961,2011-07-06,2011-07-06
5713,598632,2000-07-05,
5714,336123,2007-07-06,2007-07-07
5715,755003,1996-07-05,1996-07-05
5716,1194282,2010-07-06,
5717,171649,2004-07-05,2004-07-05
5718,279006,2008-07-05,2008-07-05
5719,1863869,2006-07-06,
5720,1206872,2010-07-06,
5721,181821,1996-07-05,1996-07-05
5722,144032,2001-07-06,2001-07-07
5723,41559,2009-07-06,2009-07-06
5724,1178082,2010-07-06,2010-07-06
5725,332910,2007-07-06,2007-07-08
